With Stimulation:
56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	0	0	0	0	0	0	0	
804	804	804	804	804	804	804	804	804	804	804	804	804	804	804	804	804	804	804	804	804	804	0	0	0	0	0	0	0	
944	944	944	944	944	944	944	944	944	944	944	944	944	944	944	944	944	944	944	944	944	944	0	0	0	0	0	0	0	
81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	0	0	0	0	0	0	0	
53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	0	0	0	0	0	0	0	
945	945	945	945	945	945	945	945	945	945	945	945	945	945	945	945	945	945	945	945	945	945	0	0	0	0	0	0	0	
899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	899	0	0	0	0	0	0	0	
838	838	838	838	838	838	838	838	838	838	838	838	838	838	838	838	838	838	838	838	838	838	0	0	0	0	0	0	0	
605	605	605	605	605	605	605	605	605	605	605	605	605	605	605	605	605	605	605	605	605	605	0	0	0	0	0	0	0	
586	586	586	586	586	586	586	586	586	586	586	586	586	586	586	586	586	586	586	586	586	586	0	0	0	0	0	0	0	
891	891	891	891	891	891	891	891	891	891	891	891	891	891	891	891	891	891	891	891	891	891	0	0	0	0	0	0	0	
162	162	162	162	162	162	162	162	162	162	162	162	162	162	162	162	162	162	162	162	162	162	0	0	0	0	0	0	0	
305	305	305	305	305	305	305	305	305	305	305	305	305	305	305	305	305	305	305	305	305	305	0	0	0	0	0	0	0	
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0	0	0	0	0	0	0	
271	271	271	271	271	271	271	271	271	271	271	271	271	271	271	271	271	271	271	271	271	271	0	0	0	0	0	0	0	
40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	0	0	0	0	0	0	0	
139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	0	0	0	0	0	0	0	
167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	0	0	0	0	0	0	0	
137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	0	0	0	0	0	0	0	
74	74	74	74	74	74	74	74	74	74	74	74	74	74	74	74	74	74	74	74	74	74	0	0	0	0	0	0	0	
29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	0	0	0	0	0	0	0	
823	823	823	823	823	823	823	823	823	823	823	823	823	823	823	823	823	823	823	823	823	823	0	0	0	0	0	0	0	
751	751	751	751	751	751	751	751	751	751	751	751	751	751	751	751	751	751	751	751	751	751	0	0	0	0	0	0	0	
489	489	489	489	489	489	489	489	489	489	489	489	489	489	489	489	489	489	489	489	489	489	0	0	0	0	0	0	0	
118	118	118	118	118	118	118	118	118	118	118	118	118	118	118	118	118	118	118	118	118	118	0	0	0	0	0	0	0	
824	824	824	824	824	824	824	824	824	824	824	824	824	824	824	824	824	824	824	824	824	824	0	0	0	0	0	0	0	
948	948	948	948	948	948	948	948	948	948	948	948	948	948	948	948	948	948	948	948	948	948	0	0	0	0	0	0	0	
803	803	803	803	803	803	803	803	803	803	803	803	803	803	803	803	803	803	803	803	803	803	0	0	0	0	0	0	0	
853	853	853	853	853	853	853	853	853	853	853	853	853	853	853	853	853	853	853	853	853	853	0	0	0	0	0	0	0	
595	595	595	595	595	595	595	595	595	595	595	595	595	595	595	595	595	595	595	595	595	595	0	0	0	0	0	0	0	
75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	0	0	0	0	0	0	0	
-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	0	0	0	0	0	
32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	0	0	0	0	0	0	0	
158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	0	0	0	0	0	0	0	
762	762	762	762	762	762	762	762	762	762	762	762	762	762	762	762	762	762	762	762	762	762	0	0	0	0	0	0	0	
959	959	959	959	959	959	959	959	959	959	959	959	959	959	959	959	959	959	959	959	959	959	0	0	0	0	0	0	0	
739	739	739	739	739	739	739	739	739	739	739	739	739	739	739	739	739	739	739	739	739	739	0	0	0	0	0	0	0	
88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	0	0	0	0	0	0	0	
805	805	805	805	805	805	805	805	805	805	805	805	805	805	805	805	805	805	805	805	805	805	0	0	0	0	0	0	0	
427	427	427	427	427	427	427	427	427	427	427	427	427	427	427	427	427	427	427	427	427	427	0	0	0	0	0	0	0	
684	684	684	684	684	684	684	684	684	684	684	684	684	684	684	684	684	684	684	684	684	684	0	0	0	0	0	0	0	
41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	0	0	0	0	0	0	0	
285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	0	0	0	0	0	0	0	
723	723	723	723	723	723	723	723	723	723	723	723	723	723	723	723	723	723	723	723	723	723	0	0	0	0	0	0	0	
-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	0	0	0	0	0	0	0	
241	241	241	241	241	241	241	241	241	241	241	241	241	241	241	241	241	241	241	241	241	241	0	0	0	0	0	0	0	
266	266	266	266	266	266	266	266	266	266	266	266	266	266	266	266	266	266	266	266	266	266	0	0	0	0	0	0	0	
271	271	271	271	271	271	271	271	271	271	271	271	271	271	271	271	271	271	271	271	271	271	0	0	0	0	0	0	0	
518	518	518	518	518	518	518	518	518	518	518	518	518	518	518	518	518	518	518	518	518	518	0	0	0	0	0	0	0	
335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	335	0	0	0	0	0	0	0	
-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	0	0	0	0	0	0	0	
407	407	407	407	407	407	407	407	407	407	407	407	407	407	407	407	407	407	407	407	407	407	0	0	0	0	0	0	0	
409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	409	0	0	0	0	0	0	0	
464	464	464	464	464	464	464	464	464	464	464	464	464	464	464	464	464	464	464	464	464	464	0	0	0	0	0	0	0	
711	711	711	711	711	711	711	711	711	711	711	711	711	711	711	711	711	711	711	711	711	711	0	0	0	0	0	0	0	
147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	0	0	0	0	0	0	0	
-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	-32	0	0	0	0	0	0	0	
369	369	369	369	369	369	369	369	369	369	369	369	369	369	369	369	369	369	369	369	369	369	0	0	0	0	0	0	0	
876	876	876	876	876	876	876	876	876	876	876	876	876	876	876	876	876	876	876	876	876	876	0	0	0	0	0	0	0	
139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	0	0	0	0	0	0	0	
908	908	908	908	908	908	908	908	908	908	908	908	908	908	908	908	908	908	908	908	908	908	0	0	0	0	0	0	0	
6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	0	0	0	0	0	0	0	
892	892	892	892	892	892	892	892	892	892	892	892	892	892	892	892	892	892	892	892	892	892	0	0	0	0	0	0	0	
917	917	917	917	917	917	917	917	917	917	917	917	917	917	917	917	917	917	917	917	917	917	0	0	0	0	0	0	0	
417	417	417	417	417	417	417	417	417	417	417	417	417	417	417	417	417	417	417	417	417	417	0	0	0	0	0	0	0	
806	806	806	806	806	806	806	806	806	806	806	806	806	806	806	806	806	806	806	806	806	806	0	0	0	0	0	0	0	
33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	0	0	0	0	0	0	0	
51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	0	0	0	0	0	0	0	
145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	0	0	0	0	0	0	0	
214	214	214	214	214	214	214	214	214	214	214	214	214	214	214	214	214	214	214	214	214	214	0	0	0	0	0	0	0	
201	201	201	201	201	201	201	201	201	201	201	201	201	201	201	201	201	201	201	201	201	201	0	0	0	0	0	0	0	
-48	-48	-48	-48	-48	-48	-48	-48	-48	-48	-48	-48	-48	-48	-48	-48	-48	-48	-48	-48	-48	-48	0	0	0	0	0	0	0	
261	261	261	261	261	261	261	261	261	261	261	261	261	261	261	261	261	261	261	261	261	261	0	0	0	0	0	0	0	
609	609	609	609	609	609	609	609	609	609	609	609	609	609	609	609	609	609	609	609	609	609	0	0	0	0	0	0	0	
286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	0	0	0	0	0	0	0	
885	885	885	885	885	885	885	885	885	885	885	885	885	885	885	885	885	885	885	885	885	885	0	0	0	0	0	0	0	
435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	0	0	0	0	0	0	0	
-76	-76	-76	-76	-76	-76	-76	-76	-76	-76	-76	-76	-76	-76	-76	-76	-76	-76	-76	-76	-76	-76	0	0	0	0	0	0	0	
427	427	427	427	427	427	427	427	427	427	427	427	427	427	427	427	427	427	427	427	427	427	0	0	0	0	0	0	0	
769	769	769	769	769	769	769	769	769	769	769	769	769	769	769	769	769	769	769	769	769	769	0	0	0	0	0	0	0	
450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	0	0	0	0	0	0	0	
569	569	569	569	569	569	569	569	569	569	569	569	569	569	569	569	569	569	569	569	569	569	0	0	0	0	0	0	0	
177	177	177	177	177	177	177	177	177	177	177	177	177	177	177	177	177	177	177	177	177	177	0	0	0	0	0	0	0	
410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	0	0	0	0	0	0	0	
489	489	489	489	489	489	489	489	489	489	489	489	489	489	489	489	489	489	489	489	489	489	0	0	0	0	0	0	0	
559	559	559	559	559	559	559	559	559	559	559	559	559	559	559	559	559	559	559	559	559	559	0	0	0	0	0	0	0	
469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	0	0	0	0	0	0	0	
457	457	457	457	457	457	457	457	457	457	457	457	457	457	457	457	457	457	457	457	457	457	0	0	0	0	0	0	0	
336	336	336	336	336	336	336	336	336	336	336	336	336	336	336	336	336	336	336	336	336	336	0	0	0	0	0	0	0	
503	503	503	503	503	503	503	503	503	503	503	503	503	503	503	503	503	503	503	503	503	503	0	0	0	0	0	0	0	
878	878	878	878	878	878	878	878	878	878	878	878	878	878	878	878	878	878	878	878	878	878	0	0	0	0	0	0	0	
257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	0	0	0	0	0	0	0	
99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	0	0	0	0	0	0	0	
551	551	551	551	551	551	551	551	551	551	551	551	551	551	551	551	551	551	551	551	551	551	0	0	0	0	0	0	0	
405	405	405	405	405	405	405	405	405	405	405	405	405	405	405	405	405	405	405	405	405	405	0	0	0	0	0	0	0	
564	564	564	564	564	564	564	564	564	564	564	564	564	564	564	564	564	564	564	564	564	564	0	0	0	0	0	0	0	
35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	0	0	0	0	0	0	0	
252	252	252	252	252	252	252	252	252	252	252	252	252	252	252	252	252	252	252	252	252	252	0	0	0	0	0	0	0	
191	191	191	191	191	191	191	191	191	191	191	191	191	191	191	191	191	191	191	191	191	191	0	0	0	0	0	0	0	
34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	0	0	0	0	0	0	0	
92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	0	0	0	0	0	0	0	
99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	0	0	0	0	0	0	0	
9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	0	0	0	0	0	0	0	
186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	0	0	0	0	0	0	0	
16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	0	0	0	0	0	0	0	
